"module","column","year","code","label","status","evidence"
"34","estrsocial","2016","6","rural","verified","2016 INEI dictionary omits code 6 and incorrectly states range 1-5; 2016 INEI quality report defines A-E for urban and rural separately; in all 36,785 released Sumaria records estrsocial=6 iff estrato is rural (6/7/8), zero mismatches; 2017 INEI dictionary explicitly defines 6=RURAL"
"02","estrato","2006","6","Centros poblados con menos de 401 viviendas","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","estrato","2006","7","Área de Empadronamiento Rural Compuesta - AER Compuesto","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","estrato","2006","8","Área de Empadronamiento Rural Simple - AER Simple","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2006","0","Panel (No presente el año actual)","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2006","1","Jefe(a)","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2006","2","Esposo(a)","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2006","3","Hijo(a)","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2006","4","Yerno/Nuera","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2006","5","Nieto","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2006","6","Padres/Suegros","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2006","7","Otros parientes","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2006","8","Trabajador Hogar","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2006","9","Pensionista","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2006","10","Otros no parientes","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203b","2006","1","Jefe de hogar","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203b","2006","2","Esposa","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203b","2006","3","Hijo","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203b","2006","6","Padre/suegros","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203b","2006","7","Otros parientes","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p204","2006","1","Sí","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p204","2006","2","No","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p205","2006","1","Sí","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p205","2006","2","No","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p206","2006","1","Sí","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p206","2006","2","No","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p207","2006","1","Hombre","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p207","2006","2","Mujer","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p209","2006","1","Conviviente","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p209","2006","2","Casado(a)","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p209","2006","3","Viudo(a)","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p209","2006","4","Divorciado(a)","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p209","2006","5","Separado(a)","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p209","2006","6","Soltero(a)","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p210","2006","1","Sí","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p210","2006","2","No","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2006","1","Ayudó en el negocio de la casa o de un familiar","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2006","2","Ayudó realizando labores domésticas en otra vivienda","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2006","3","Ayudó a elaborar productos para la venta","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2006","4","Ayudó en la chacra o pastoreo de animales","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2006","5","Vendió productos: caramelos, dulces, etc.","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2006","6","Prestó servicios: lavando carros, lustrando calzado, etc.","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2006","7","Elaboración de productos: chompas, etc.","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2006","8","Quehaceres del hogar","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2006","9","Otros","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p217","2006","1","Viaje","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p217","2006","2","Se fue a otro hogar","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p217","2006","3","Falleció","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p217","2006","4","Otro","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2006","1","Ayudó en el negocio de la casa o de un familiar","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2006","2","Ayudó realizando labores domésticas en otra vivienda","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2006","3","Ayudó a elaborar productos para la venta","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2006","4","Ayudó en la chacra o pastoreo de animales","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2006","5","Vendió productos: caramelos, dulces, etc.","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2006","6","Prestó servicios: lavando carros, lustrando calzado, etc.","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2006","7","Elaboración de productos: chompas, etc.","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2006","8","Quehaceres del hogar","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2006","9","Otros","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2006","10","Estudiando","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2006","11","De vacaciones en centro de estudios","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2006","12","Trabajando","verified","INEI ENAHO 2006 Diccionario de Datos, exact ENAHO01-2006-200 category table; repaired after regression test detected a one-row extraction shift"
"02","dominio","2004","1","Costa Norte","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","dominio","2004","2","Costa Centro","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","dominio","2004","3","Costa Sur","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","dominio","2004","4","Sierra Norte","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","dominio","2004","5","Sierra Centro","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","dominio","2004","6","Sierra Sur","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","dominio","2004","7","Selva","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","dominio","2004","8","Lima Metropolitana","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","estrato","2004","1","Centros poblados de más de 100,000 viviendas","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","estrato","2004","2","Centros poblados de 20,001 a 100,000 viviendas","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","estrato","2004","3","Centros poblados de 10,001 a 20,000 viviendas","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","estrato","2004","4","Centros poblados de 4,001 a 10,000 viviendas","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","estrato","2004","5","Centros poblados de 401 a 4,000 viviendas","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","estrato","2004","6","Centros poblados con menos de 401 viviendas","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","estrato","2004","7","Área de Empadronamiento Rural Compuesta - AER Compuesto","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","estrato","2004","8","Área de Empadronamiento Rural Simple - AER Simple","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2004","0","Panel (No presente el año actual)","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2004","1","Jefe(a)","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2004","2","Esposo(a)","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2004","3","Hijo(a)","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2004","4","Yerno/Nuera","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2004","5","Nieto","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2004","6","Padres/Suegros","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2004","7","Otros parientes","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2004","8","Trabajador Hogar","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2004","9","Pensionista","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203","2004","10","Otros no parientes","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203b","2004","1","Jefe de hogar","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203b","2004","2","Esposa","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203b","2004","3","Hijo","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203b","2004","6","Padre/suegros","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203b","2004","7","Otros parientes","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p204","2004","1","Sí","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p204","2004","2","No","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p205","2004","1","Sí","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p205","2004","2","No","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p206","2004","1","Sí","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p206","2004","2","No","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p207","2004","1","Hombre","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p207","2004","2","Mujer","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p209","2004","1","Conviviente","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p209","2004","2","Casado(a)","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p209","2004","3","Viudo(a)","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p209","2004","4","Divorciado(a)","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p209","2004","5","Separado(a)","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p209","2004","6","Soltero(a)","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p210","2004","1","Sí","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p210","2004","2","No","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2004","1","Ayudó en el negocio de la casa o de un familiar","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2004","2","Ayudó realizando labores domésticas en otra vivienda","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2004","3","Ayudó a elaborar productos para la venta","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2004","4","Ayudó en la chacra o pastoreo de animales","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2004","5","Vendió productos: caramelos, dulces, etc.","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2004","6","Prestó servicios: lavando carros, lustrando calzado, etc.","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2004","7","Elaboración de productos: chompas, etc.","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2004","8","Quehaceres del hogar","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p211","2004","9","Otros","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p217","2004","1","Viaje","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p217","2004","2","Se fue a otro hogar","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p217","2004","3","Falleció","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p217","2004","4","Otro","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2004","1","Ayudó en el negocio de la casa o de un familiar","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2004","2","Ayudó realizando labores domésticas en otra vivienda","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2004","3","Ayudó a elaborar productos para la venta","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2004","4","Ayudó en la chacra o pastoreo de animales","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2004","5","Vendió productos: caramelos, dulces, etc.","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2004","6","Prestó servicios: lavando carros, lustrando calzado, etc.","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2004","7","Elaboración de productos: chompas, etc.","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2004","8","Quehaceres del hogar","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2004","9","Otros","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2004","10","Estudiando","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2004","11","De vacaciones en centro de estudios","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","t211","2004","12","Trabajando","verified","INEI ENAHO 2004 Diccionario de Datos, exact ENAHO01-2004-200 category table; repaired after regression test detected a one-row extraction shift"
"02","p203b","2018","7","Otros parientes","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official 2018 dictionary defines P203 code 7 as Otros parientes, and code 7 is observed in released P203B data"
"02","p203b","2019","7","Otros parientes","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official 2019 dictionary defines P203 code 7 as Otros parientes, and code 7 is observed in released P203B data"
"02","p203b","2020","7","Otros parientes","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official annual dictionary defines P203 code 7 as Otros parientes, and code 7 is observed in released P203B data"
"02","p203b","2021","7","Otros parientes","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official 2021 dictionary defines P203 code 7 as Otros parientes, and code 7 is observed in released P203B data"
"02","p203b","2022","7","Otros parientes","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official 2022 dictionary defines P203 code 7 as Otros parientes, and code 7 is observed in released P203B data"
"02","p203b","2023","7","Otros parientes","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official 2023 dictionary defines P203 code 7 as Otros parientes, and code 7 is observed in released P203B data"
"02","p203b","2024","7","Otros parientes","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official annual dictionary defines P203 code 7 as Otros parientes, and code 7 is observed in released P203B data"
"02","p203b","2025","7","Otros parientes","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official annual dictionary defines P203 code 7 as Otros parientes, and code 7 is observed in released P203B data"
"02","p203b","2019","11","Hermano(a)","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official 2019 P203 defines code 11 as Hermano(a); all 128 released P203B=11 observations also have P203=11"
"02","p203b","2020","11","Hermano(a)","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official annual P203 defines code 11 as Hermano(a); all 104 released P203B=11 observations also have P203=11"
"02","p203b","2021","11","Hermano(a)","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official 2021 P203 defines code 11 as Hermano(a); all 221 released P203B=11 observations also have P203=11"
"02","p203b","2022","11","Hermano(a)","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official 2022 P203 defines code 11 as Hermano(a); all 245 released P203B=11 observations also have P203=11"
"02","p203b","2023","11","Hermano(a)","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official 2023 P203 defines code 11 as Hermano(a); all 320 released P203B=11 observations also have P203=11"
"02","p203b","2024","11","Hermano(a)","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official annual P203 defines code 11 as Hermano(a); all 290 released P203B=11 observations also have P203=11"
"02","p203b","2025","11","Hermano(a)","verified","INEI ENAHO P203B uses the P203 relationship code scheme; official annual P203 defines code 11 as Hermano(a); all 305 released P203B=11 observations also have P203=11"
